LAT;;;;;40.7143;40.7143;40.7143;40.7143
LON;;;;;-74.0060;-74.0060;-74.0060;-74.0060
ASL;;;;;10.0000;10.0000;10.0000;10.0000
CITY;;;;;New York;New York;New York;New York
DOMAIN;;;;;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL;NEMSGLOBAL
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation;Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;-4;-4;-4;-4

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;10;04;01;00;19.78;0.00;2.97;194.04
2018;10;04;02;00;19.32;0.00;2.55;188.13
2018;10;04;03;00;18.80;0.00;2.52;180.00
2018;10;04;04;00;18.39;0.00;2.88;180.00
2018;10;04;05;00;17.92;0.00;3.67;168.69
2018;10;04;06;00;17.46;0.00;5.09;171.87
2018;10;04;07;00;17.21;0.00;6.16;173.29
2018;10;04;08;00;16.46;0.00;4.10;164.74
2018;10;04;09;00;18.71;0.00;9.01;182.29
2018;10;04;10;00;20.97;0.00;13.20;191.00
2018;10;04;11;00;22.82;0.00;16.17;196.82
2018;10;04;12;00;24.28;0.00;18.33;199.50
2018;10;04;13;00;25.79;0.00;19.13;199.80
2018;10;04;14;00;26.83;0.00;19.39;201.80
2018;10;04;15;00;27.65;0.00;18.53;204.08
2018;10;04;16;00;27.46;0.00;16.58;207.12
2018;10;04;17;00;27.11;0.00;13.22;209.36
2018;10;04;18;00;26.55;0.00;11.18;213.18
2018;10;04;19;00;25.64;0.00;9.16;225.00
2018;10;04;20;00;25.17;0.00;9.35;254.36
2018;10;04;21;00;23.05;0.00;5.77;266.42
2018;10;04;22;00;22.68;0.00;7.42;284.04
2018;10;04;23;00;21.95;0.00;10.51;308.05
2018;10;05;00;00;21.12;0.00;13.28;327.17
2018;10;05;01;00;20.23;0.00;14.58;339.78
2018;10;05;02;00;19.26;0.00;14.21;351.25
2018;10;05;03;00;18.40;0.00;12.98;356.82
2018;10;05;04;00;17.76;0.00;12.24;360.00
2018;10;05;05;00;17.23;0.00;11.89;1.74
2018;10;05;06;00;16.85;0.00;13.00;4.76
2018;10;05;07;00;16.41;0.00;15.11;12.38
2018;10;05;08;00;16.77;0.00;17.99;19.89
2018;10;05;09;00;17.58;0.00;19.51;29.88
2018;10;05;10;00;18.55;0.00;19.45;38.99
2018;10;05;11;00;19.39;0.00;18.44;51.34
2018;10;05;12;00;19.81;0.00;16.58;62.88
2018;10;05;13;00;19.95;0.00;15.14;72.00
2018;10;05;14;00;19.93;0.00;13.49;80.79
2018;10;05;15;00;19.78;0.00;12.24;90.00
2018;10;05;16;00;19.55;0.00;11.93;95.19
2018;10;05;17;00;19.12;0.00;11.79;102.34
2018;10;05;18;00;18.61;0.00;11.38;108.43
2018;10;05;19;00;18.03;0.00;10.97;113.20
2018;10;05;20;00;17.64;0.00;11.27;116.57
2018;10;05;21;00;17.28;0.00;11.44;118.18
2018;10;05;22;00;16.97;0.00;11.30;120.65
2018;10;05;23;00;16.67;0.00;11.30;120.65
